"row_id","order_id","order_date_day","ship_date_day","ship_mode","customer_id","country","state","city","postal_code","region","product_id","sales","quantity","discount","profit"
932,CA-2017-144932,2017-04-14,2017-04-17,First Class,AB-10165,United States,Ohio,Toledo,"43615",East,OFF-PA-10004971,13.8720,3,0.2000,5.0286
950,US-2017-110576,2017-11-28,2017-12-02,Standard Class,RB-19795,United States,Pennsylvania,Philadelphia,"19120",East,FUR-TA-10004154,2065.3200,12,0.4000,-619.5960
5343,US-2014-168501,2014-11-21,2014-11-27,Standard Class,JK-15325,United States,Texas,Dallas,"75220",Central,OFF-EN-10001509,1.6320,1,0.2000,0.5508
1329,CA-2017-106033,2017-10-15,2017-10-18,Second Class,FG-14260,United States,California,San Francisco,"94110",West,OFF-AR-10002818,87.9200,4,0.0000,26.3760
8207,CA-2015-122266,2015-04-26,2015-04-30,Standard Class,SA-20830,United States,Florida,Daytona Beach,"32114",South,FUR-TA-10000577,191.5155,1,0.4500,-76.6062
8138,CA-2014-103219,2014-11-09,2014-11-13,Standard Class,BF-11215,United States,New York,New York City,"10035",East,FUR-FU-10004091,56.5200,9,0.0000,21.4776
588,CA-2015-128139,2015-07-03,2015-07-09,Standard Class,BD-11725,United States,Kentucky,Richmond,"40475",South,OFF-LA-10003930,294.9300,3,0.0000,144.5157
6868,US-2016-126452,2016-08-21,2016-08-28,Standard Class,SC-20230,United States,California,Los Angeles,"90004",West,TEC-PH-10003187,31.9840,2,0.2000,-7.9960
8853,CA-2014-119977,2014-10-08,2014-10-13,Second Class,DN-13690,United States,New York,New York City,"10011",East,OFF-PA-10003823,123.9200,4,0.0000,55.7640
7825,CA-2014-125150,2014-05-16,2014-05-23,Standard Class,PW-19030,United States,California,Los Angeles,"90036",West,FUR-CH-10002439,232.8800,5,0.2000,17.4660
3310,CA-2015-144386,2015-11-05,2015-11-11,Standard Class,GT-14635,United States,New York,New York City,"10009",East,OFF-BI-10001116,25.3440,6,0.2000,8.8704
3861,CA-2017-154039,2017-02-17,2017-02-22,Standard Class,JK-16120,United States,Illinois,Chicago,"60653",Central,TEC-PH-10002789,124.7920,1,0.2000,10.9193
4006,US-2015-168732,2015-12-10,2015-12-16,Standard Class,KM-16660,United States,Georgia,Roswell,"30076",South,OFF-AR-10003087,1.7800,1,0.0000,0.4984
1157,CA-2014-136567,2014-12-20,2014-12-21,First Class,PS-19045,United States,Virginia,Harrisonburg,"22801",South,OFF-BI-10003982,62.3100,3,0.0000,29.2857
3904,CA-2015-167010,2015-04-05,2015-04-10,Standard Class,VT-21700,United States,Pennsylvania,Philadelphia,"19143",East,OFF-AP-10004036,98.1120,7,0.2000,18.3960
7982,CA-2014-113383,2014-09-10,2014-09-13,First Class,SF-20065,United States,New Jersey,Clifton,"7011",East,OFF-AP-10004532,81.9200,4,0.0000,22.1184
4788,CA-2015-104346,2015-12-11,2015-12-16,Standard Class,IM-15070,United States,Colorado,Colorado Springs,"80906",West,TEC-AC-10004396,58.0800,4,0.2000,-6.5340
3043,CA-2017-149559,2017-09-11,2017-09-12,Same Day,KF-16285,United States,California,Long Beach,"90805",West,OFF-EN-10002312,22.1800,2,0.0000,10.8682
8771,CA-2016-151148,2016-09-12,2016-09-13,Same Day,PO-19180,United States,Colorado,Louisville,"80027",West,FUR-CH-10002304,83.1360,4,0.2000,5.1960
7174,US-2017-141677,2017-03-26,2017-03-30,Standard Class,HK-14890,United States,Texas,Houston,"77070",Central,TEC-CO-10002313,2399.9600,5,0.2000,569.9905
4278,US-2016-107440,2016-04-16,2016-04-20,Standard Class,BS-11365,United States,New Jersey,Lakewood,"8701",East,TEC-MA-10001047,9099.9300,7,0.0000,2365.9818
9911,US-2015-129007,2015-09-13,2015-09-15,First Class,KD-16615,United States,California,Anaheim,"92804",West,OFF-PA-10000994,209.7000,2,0.0000,100.6560
9503,CA-2016-101329,2016-04-22,2016-04-29,Standard Class,MM-17920,United States,New York,Rome,"13440",East,OFF-AR-10000614,32.1300,9,0.0000,8.3538
9949,CA-2017-121559,2017-06-01,2017-06-03,Second Class,HW-14935,United States,Indiana,Indianapolis,"46203",Central,OFF-AP-10002945,2405.2000,8,0.0000,793.7160
3163,CA-2014-153969,2014-09-21,2014-09-25,Standard Class,HF-14995,United States,California,San Francisco,"94109",West,OFF-EN-10004483,78.3500,5,0.0000,36.8245
3590,CA-2017-146535,2017-11-24,2017-11-30,Standard Class,FM-14290,United States,Kentucky,Richmond,"40475",South,OFF-BI-10000546,2.8800,1,0.0000,1.4112
6809,CA-2015-128125,2015-03-31,2015-04-05,Standard Class,EB-13705,United States,Texas,Houston,"77095",Central,FUR-FU-10001085,22.3800,3,0.6000,-7.8330
2882,CA-2016-102932,2016-09-19,2016-09-23,Second Class,SD-20485,United States,New Jersey,Orange,"7050",East,OFF-SU-10000381,27.9300,3,0.0000,8.0997
8345,US-2014-155544,2014-03-21,2014-03-25,Standard Class,GM-14440,United States,Tennessee,Knoxville,"37918",South,FUR-FU-10001473,32.9520,3,0.2000,6.5904
6331,CA-2014-167927,2014-01-20,2014-01-26,Standard Class,XP-21865,United States,Michigan,Westland,"48185",Central,OFF-ST-10003123,66.5800,2,0.0000,15.9792
5710,US-2015-160857,2015-05-08,2015-05-15,Standard Class,NW-18400,United States,New York,New York City,"10024",East,FUR-CH-10002647,127.7640,2,0.1000,21.2940
8985,CA-2016-110898,2016-03-06,2016-03-12,Standard Class,LC-16870,United States,Illinois,Chicago,"60623",Central,FUR-TA-10000849,145.9800,2,0.5000,-99.2664
9819,CA-2015-162201,2015-06-08,2015-06-12,Standard Class,AG-10495,United States,Florida,Saint Petersburg,"33710",South,OFF-AR-10003856,4.4480,2,0.2000,0.3336
1304,US-2017-126179,2017-07-03,2017-07-07,Standard Class,CS-12460,United States,Georgia,Columbus,"31907",South,FUR-FU-10002554,23.9900,1,0.0000,5.5177
4149,CA-2017-106068,2017-10-23,2017-10-28,Standard Class,RB-19330,United States,Texas,Austin,"78745",Central,OFF-ST-10004507,13.7200,1,0.2000,1.2005
3756,CA-2016-116799,2016-03-03,2016-03-06,First Class,JG-15310,United States,Texas,Odessa,"79762",Central,OFF-PA-10001892,42.7840,7,0.2000,15.5092
2701,CA-2014-145317,2014-03-18,2014-03-23,Standard Class,SM-20320,United States,Florida,Jacksonville,"32216",South,FUR-FU-10004270,30.7680,2,0.2000,8.0766
635,CA-2017-144694,2017-09-24,2017-09-26,Second Class,BD-11605,United States,Florida,Miami,"33180",South,OFF-LA-10003930,235.9440,3,0.2000,85.5297
4459,CA-2017-105851,2017-03-13,2017-03-20,Standard Class,SE-20110,United States,Colorado,Denver,"80219",West,OFF-SU-10002881,1332.4960,2,0.2000,-299.8116
7959,CA-2017-131807,2017-10-05,2017-10-10,Standard Class,GG-14650,United States,California,Chico,"95928",West,FUR-FU-10004666,72.9000,5,0.0000,26.9730
4811,CA-2015-151589,2015-12-27,2015-12-30,First Class,RE-19450,United States,Wisconsin,Eau Claire,"54703",Central,TEC-PH-10004345,239.9000,2,0.0000,71.9700
1793,CA-2014-120474,2014-12-01,2014-12-03,First Class,RP-19390,United States,Wisconsin,Madison,"53711",Central,OFF-AR-10000475,46.6400,4,0.0000,12.5928
3762,CA-2017-104577,2017-05-12,2017-05-17,Standard Class,CK-12205,United States,Massachusetts,Everett,"2149",East,OFF-PA-10000659,87.6000,5,0.0000,42.0480
3378,CA-2016-100671,2016-11-01,2016-11-04,First Class,CS-12490,United States,Texas,Conroe,"77301",Central,OFF-ST-10004950,111.6720,9,0.2000,6.9795
2568,CA-2017-123967,2017-11-01,2017-11-03,Second Class,SF-20200,United States,Washington,Bellingham,"98226",West,FUR-TA-10003954,2665.6200,9,0.0000,239.9058
7564,CA-2017-157672,2017-10-05,2017-10-07,First Class,RB-19795,United States,Colorado,Denver,"80219",West,TEC-AC-10001714,63.8240,2,0.2000,13.5626
6825,CA-2015-154291,2015-07-25,2015-07-29,Standard Class,YS-21880,United States,Alabama,Montgomery,"36116",South,FUR-TA-10002041,358.5800,2,0.0000,39.4438
6027,CA-2017-136007,2017-02-23,2017-03-02,Standard Class,AC-10615,United States,Washington,Seattle,"98115",West,OFF-FA-10002701,8.4000,5,0.0000,0.3360
1807,US-2016-116729,2016-12-25,2016-12-28,First Class,GK-14620,United States,California,Los Angeles,"90049",West,OFF-PA-10002005,45.3600,7,0.0000,21.7728
1637,CA-2014-168984,2014-11-26,2014-12-02,Standard Class,NW-18400,United States,Oregon,Tigard,"97224",West,OFF-ST-10001097,669.0800,5,0.2000,-167.2700
1009,US-2017-106705,2017-12-26,2018-01-01,Standard Class,PO-18850,United States,Iowa,Burlington,"52601",Central,OFF-PA-10001509,44.7500,5,0.0000,20.5850
2473,US-2016-135923,2016-01-22,2016-01-28,Standard Class,CM-11935,United States,North Carolina,Fayetteville,"28314",South,OFF-AP-10000692,64.8640,4,0.2000,6.4864
1606,US-2016-115819,2016-04-19,2016-04-24,Second Class,JO-15280,United States,California,Los Angeles,"90049",West,OFF-AR-10000823,5.4600,3,0.0000,1.5288
5254,US-2014-131982,2014-03-07,2014-03-11,Second Class,NP-18685,United States,Washington,Des Moines,"98198",West,OFF-BI-10004224,107.6480,2,0.2000,33.6400
5921,US-2015-126977,2015-09-17,2015-09-23,Standard Class,PF-19120,United States,New York,New York City,"10035",East,TEC-AC-10003033,659.9000,2,0.0000,217.7670
5858,CA-2015-112214,2015-08-05,2015-08-11,Standard Class,AH-10690,United States,Texas,Dallas,"75220",Central,FUR-FU-10002364,14.7600,5,0.6000,-11.4390
4818,CA-2014-139598,2014-12-26,2014-12-31,Standard Class,MG-17695,United States,Pennsylvania,Philadelphia,"19134",East,OFF-AP-10003287,81.5520,2,0.2000,8.1552
5934,US-2017-169551,2017-07-07,2017-07-09,First Class,RL-19615,United States,Pennsylvania,Philadelphia,"19120",East,TEC-AC-10002018,16.7760,3,0.2000,4.8231
4223,CA-2017-134565,2017-06-11,2017-06-13,Second Class,TB-21400,United States,Washington,Seattle,"98103",West,OFF-ST-10004804,102.9600,2,0.0000,1.0296
5682,CA-2016-141551,2016-09-24,2016-09-30,Standard Class,BP-11230,United States,Oklahoma,Broken Arrow,"74012",Central,OFF-PA-10001569,6.4800,1,0.0000,3.1104
1735,CA-2017-101483,2017-07-29,2017-08-01,Second Class,AG-10675,United States,North Carolina,Jacksonville,"28540",South,OFF-AP-10002082,34.8480,2,0.2000,6.5340
9152,US-2015-106873,2015-09-24,2015-09-29,Second Class,KM-16720,United States,Arizona,Avondale,"85323",West,OFF-AR-10003179,14.5760,2,0.2000,2.3686
5148,CA-2017-128734,2017-12-24,2017-12-31,Standard Class,JL-15175,United States,Arizona,Chandler,"85224",West,FUR-FU-10001731,8.5440,4,0.2000,1.9224
6467,CA-2017-153080,2017-05-22,2017-05-25,Second Class,EH-13945,United States,California,Los Angeles,"90008",West,TEC-AC-10002331,68.4600,7,0.0000,25.3302
886,CA-2015-143602,2015-04-25,2015-04-28,Second Class,JS-15595,United States,California,Los Angeles,"90045",West,OFF-BI-10002071,13.9440,3,0.2000,4.5318
2658,CA-2017-112515,2017-09-17,2017-09-21,Second Class,AS-10225,United States,Utah,Provo,"84604",West,OFF-LA-10001175,14.4000,5,0.0000,7.0560
3725,CA-2017-127264,2017-04-03,2017-04-05,First Class,SA-20830,United States,Illinois,Chicago,"60653",Central,OFF-AR-10003045,7.0560,3,0.2000,2.2050
294,CA-2014-111451,2014-12-26,2014-12-28,First Class,KL-16555,United States,Colorado,Colorado Springs,"80906",West,FUR-FU-10004091,300.4160,8,0.2000,78.8592
8723,CA-2016-120824,2016-06-12,2016-06-16,Second Class,AW-10930,United States,Texas,Houston,"77070",Central,OFF-BI-10001525,1.5240,2,0.8000,-2.6670
9208,CA-2017-140781,2017-08-03,2017-08-07,Standard Class,AB-10105,United States,Illinois,Bloomington,"61701",Central,TEC-AC-10000682,39.8160,3,0.2000,7.4655
8743,US-2015-144771,2015-10-02,2015-10-04,First Class,CK-12205,United States,Oregon,Hillsboro,"97123",West,FUR-FU-10000629,11.0320,1,0.2000,3.0338
9874,CA-2016-100587,2016-12-10,2016-12-14,Standard Class,SL-20155,United States,New York,New York City,"10024",East,OFF-PA-10004609,6.4800,1,0.0000,3.1104
7142,CA-2017-128783,2017-09-07,2017-09-07,Same Day,TG-21640,United States,Missouri,Saint Charles,"63301",Central,FUR-FU-10003623,135.3000,5,0.0000,37.8840
3270,CA-2014-115980,2014-07-15,2014-07-19,Standard Class,VW-21775,United States,South Dakota,Sioux Falls,"57103",Central,TEC-AC-10003709,2.9700,3,0.0000,1.3068
6107,CA-2014-120852,2014-12-20,2014-12-25,Standard Class,WB-21850,United States,Texas,Grand Prairie,"75051",Central,OFF-AP-10001563,19.4320,2,0.8000,-49.5516
8671,US-2014-159611,2014-12-27,2015-01-01,Second Class,KB-16315,United States,Ohio,Cleveland,"44105",East,FUR-FU-10004904,182.3520,3,0.2000,-18.2352
5707,CA-2017-136000,2017-09-22,2017-09-25,Second Class,SC-20440,United States,New York,New York City,"10009",East,OFF-BI-10004828,40.1760,3,0.2000,14.5638
808,CA-2015-140921,2015-02-03,2015-02-05,First Class,AA-10375,United States,Nebraska,Omaha,"68104",Central,FUR-FU-10003347,28.4000,2,0.0000,11.0760
5346,CA-2017-108539,2017-03-21,2017-03-23,Second Class,SC-20725,United States,California,Los Angeles,"90045",West,OFF-ST-10003208,725.8400,4,0.0000,210.4936
1806,US-2016-116729,2016-12-25,2016-12-28,First Class,GK-14620,United States,California,Los Angeles,"90049",West,TEC-PH-10002200,2575.9440,7,0.2000,257.5944
4944,CA-2017-106782,2017-12-21,2017-12-27,Standard Class,LP-17095,United States,Indiana,Lafayette,"47905",Central,OFF-ST-10004459,375.3400,1,0.0000,18.7670
8566,CA-2016-134110,2016-11-17,2016-11-18,First Class,BG-11035,United States,Texas,The Colony,"75056",Central,TEC-PH-10002350,67.1760,3,0.2000,6.7176
185,CA-2014-158274,2014-11-19,2014-11-24,Second Class,RM-19675,United States,Louisiana,Monroe,"71203",South,TEC-AC-10002345,29.0000,2,0.0000,7.2500
2346,CA-2016-159373,2016-03-13,2016-03-18,Standard Class,LT-17110,United States,Texas,San Antonio,"78207",Central,OFF-PA-10000659,70.0800,5,0.2000,24.5280
1640,CA-2016-157266,2016-05-26,2016-06-01,Standard Class,TB-21280,United States,District of Columbia,Washington,"20016",East,OFF-BI-10004728,9.6400,2,0.0000,4.4344
8332,CA-2016-153269,2016-03-09,2016-03-12,First Class,PS-18760,United States,Massachusetts,Andover,"1810",East,OFF-ST-10004634,11.2100,1,0.0000,3.3630
820,CA-2014-140858,2014-06-28,2014-07-02,Standard Class,CA-12775,United States,Pennsylvania,Philadelphia,"19140",East,FUR-CH-10001394,1228.4650,5,0.3000,0.0000
814,CA-2017-143686,2017-05-14,2017-05-14,Same Day,PJ-19015,United States,California,Santa Ana,"92704",West,FUR-FU-10000794,18.2800,2,0.0000,6.2152
9725,CA-2015-117898,2015-12-05,2015-12-11,Standard Class,TB-21250,United States,Illinois,Bloomington,"61701",Central,OFF-EN-10004459,12.2240,2,0.2000,4.4312
5691,US-2015-138093,2015-12-10,2015-12-16,Standard Class,KM-16225,United States,Maryland,Baltimore,"21215",East,OFF-AR-10000817,27.3600,9,0.0000,9.3024
3921,US-2015-148817,2015-12-01,2015-12-07,Standard Class,KD-16495,United States,Virginia,Chesapeake,"23320",South,OFF-BI-10004233,63.9600,4,0.0000,30.7008
2670,US-2015-139759,2015-08-25,2015-08-30,Standard Class,NL-18310,United States,California,Los Angeles,"90045",West,OFF-AP-10002765,105.9600,4,0.0000,29.6688
6561,CA-2016-160941,2016-07-21,2016-07-26,Standard Class,DK-12835,United States,California,Roseville,"95661",West,OFF-LA-10003766,3.1500,1,0.0000,1.5120
8324,CA-2016-130778,2016-11-19,2016-11-25,Standard Class,ND-18370,United States,New York,Long Beach,"11561",East,OFF-PA-10001509,44.7500,5,0.0000,20.5850
2490,CA-2015-141040,2015-10-09,2015-10-13,Second Class,TB-21250,United States,New York,New York City,"10024",East,TEC-PH-10001835,631.9600,4,0.0000,303.3408
7075,CA-2016-112256,2016-07-23,2016-07-28,Standard Class,CK-12205,United States,Texas,Mcallen,"78501",Central,OFF-BI-10004364,4.7520,4,0.8000,-8.3160
9985,CA-2015-100251,2015-05-17,2015-05-23,Standard Class,DV-13465,United States,New York,Long Beach,"11561",East,OFF-LA-10003766,31.5000,10,0.0000,15.1200
2090,CA-2015-139290,2015-10-26,2015-10-30,Standard Class,MY-17380,United States,California,Rancho Cucamonga,"91730",West,OFF-LA-10004008,5.7600,2,0.0000,2.6496
2778,CA-2015-138534,2015-07-17,2015-07-19,Second Class,JM-15535,United States,California,Bakersfield,"93309",West,FUR-BO-10003159,195.4660,2,0.1500,-13.7976
648,CA-2016-103947,2016-04-01,2016-04-08,Standard Class,BB-10990,United States,Arizona,Sierra Vista,"85635",West,OFF-AP-10002350,30.1440,2,0.2000,3.0144
7682,CA-2014-133592,2014-12-31,2015-01-07,Standard Class,KM-16375,United States,Rhode Island,Providence,"2908",East,FUR-CH-10004218,605.8800,6,0.0000,151.4700
2627,CA-2017-127180,2017-10-22,2017-10-24,First Class,TA-21385,United States,New York,New York City,"10024",East,TEC-PH-10003800,52.9900,1,0.0000,0.5299
3811,CA-2015-113628,2015-11-12,2015-11-19,Standard Class,AH-10690,United States,Florida,Plantation,"33317",South,TEC-PH-10000441,100.7920,1,0.2000,10.0792
8297,CA-2016-166380,2016-05-30,2016-06-03,Standard Class,EB-13750,United States,Virginia,Arlington,"22204",South,TEC-AC-10000109,111.9800,2,0.0000,26.8752
6686,US-2015-129637,2015-12-17,2015-12-22,Standard Class,MC-18100,United States,Illinois,Bloomington,"61701",Central,FUR-FU-10000965,41.5520,2,0.6000,-19.7372
5595,CA-2017-160325,2017-09-24,2017-09-24,Same Day,BP-11095,United States,Massachusetts,Lawrence,"1841",East,TEC-PH-10000984,391.9800,2,0.0000,109.7544
3565,CA-2016-130029,2016-07-03,2016-07-06,First Class,GT-14755,United States,California,Los Angeles,"90049",West,OFF-PA-10000552,12.9600,2,0.0000,6.2208
5558,CA-2015-125066,2015-12-14,2015-12-18,Standard Class,KD-16495,United States,Mississippi,Jackson,"39212",South,OFF-AR-10003582,56.3000,2,0.0000,15.7640
871,CA-2016-158099,2016-09-03,2016-09-05,First Class,PK-18910,United States,Pennsylvania,Philadelphia,"19143",East,TEC-PH-10002496,280.7820,3,0.4000,-46.7970
1792,CA-2014-120474,2014-12-01,2014-12-03,First Class,RP-19390,United States,Wisconsin,Madison,"53711",Central,FUR-CH-10001854,2807.8400,8,0.0000,673.8816
1402,CA-2016-159212,2016-11-01,2016-11-05,Standard Class,KM-16375,United States,Virginia,Salem,"24153",South,OFF-EN-10002230,251.7900,3,0.0000,118.3413
5301,CA-2016-113831,2016-05-30,2016-06-03,Standard Class,AH-10690,United States,Virginia,Springfield,"22153",South,FUR-TA-10002645,2275.5000,10,0.0000,386.8350
1399,CA-2016-124485,2016-11-24,2016-11-26,First Class,NC-18340,United States,New York,New York City,"10035",East,TEC-AC-10002323,88.4000,4,0.0000,11.4920
2748,US-2015-165449,2015-11-22,2015-11-26,Standard Class,AP-10720,United States,Texas,Frisco,"75034",Central,TEC-AC-10004127,27.1680,4,0.2000,-1.3584
6837,CA-2017-142643,2017-10-15,2017-10-20,Standard Class,DL-13495,United States,California,Thousand Oaks,"91360",West,FUR-FU-10000087,22.7200,1,0.0000,9.3152
2754,CA-2015-155306,2015-04-17,2015-04-21,Standard Class,GA-14515,United States,California,San Francisco,"94122",West,TEC-AC-10003174,323.3700,3,0.0000,129.3480
6070,CA-2017-166695,2017-05-20,2017-05-24,Standard Class,CC-12430,United States,California,Lakewood,"90712",West,TEC-MA-10003176,343.2000,1,0.2000,38.6100
5568,CA-2017-157966,2017-03-13,2017-03-13,Same Day,SU-20665,United States,Illinois,Chicago,"60610",Central,FUR-CH-10003606,89.7680,1,0.3000,-2.5648
7858,CA-2014-103429,2014-05-30,2014-06-01,First Class,LW-16825,United States,New York,New York City,"10024",East,TEC-PH-10003505,464.0000,5,0.0000,134.5600
3220,US-2015-137008,2015-10-02,2015-10-08,Standard Class,JP-15460,United States,New Jersey,Lakewood,"8701",East,OFF-PA-10001295,94.8500,5,0.0000,45.5280
6951,CA-2017-143021,2017-11-19,2017-11-19,Same Day,AP-10720,United States,New York,New York City,"10011",East,FUR-TA-10001676,79.9740,3,0.4000,-29.3238
9292,CA-2014-163650,2014-09-23,2014-09-25,First Class,TT-21220,United States,Delaware,Dover,"19901",East,OFF-BI-10004965,34.5000,3,0.0000,15.5250
8454,CA-2016-125087,2016-04-18,2016-04-23,Standard Class,TH-21115,United States,Texas,Houston,"77070",Central,OFF-ST-10001780,1554.9360,3,0.2000,77.7468
9726,CA-2017-142293,2017-09-17,2017-09-20,First Class,SC-20380,United States,Idaho,Boise,"83704",West,TEC-AC-10001109,89.9700,3,0.0000,37.7874
2916,CA-2015-134747,2015-10-12,2015-10-17,Second Class,DL-12925,United States,Indiana,Noblesville,"46060",Central,OFF-BI-10001308,12.5600,2,0.0000,5.6520
161,CA-2016-162733,2016-05-11,2016-05-12,First Class,TT-21070,United States,California,Los Angeles,"90045",West,OFF-PA-10002751,5.9800,1,0.0000,2.6910
5215,CA-2016-145898,2016-09-26,2016-09-26,Same Day,CM-12445,United States,California,Redlands,"92374",West,OFF-AR-10002445,35.4000,5,0.0000,13.4520
4026,CA-2017-139311,2017-08-11,2017-08-13,First Class,SF-20965,United States,Texas,Bedford,"76021",Central,OFF-PA-10001776,29.6640,4,0.2000,10.0116
1503,CA-2016-100468,2016-11-24,2016-12-01,Standard Class,AT-10435,United States,California,Los Angeles,"90045",West,TEC-PH-10001300,33.5200,2,0.2000,3.3520
5046,CA-2016-158694,2016-11-10,2016-11-13,Second Class,AI-10855,United States,California,Los Angeles,"90036",West,OFF-ST-10001496,720.7600,4,0.0000,187.3976
9673,CA-2016-114867,2016-12-23,2016-12-28,Standard Class,FM-14290,United States,Pennsylvania,Philadelphia,"19143",East,OFF-PA-10000477,7.9680,2,0.2000,2.6892
5466,CA-2014-146591,2014-01-19,2014-01-20,First Class,TS-21340,United States,Arizona,Scottsdale,"85254",West,FUR-BO-10001972,181.4700,5,0.7000,-320.5970
3127,CA-2017-149895,2017-09-08,2017-09-12,Standard Class,EB-14110,United States,Pennsylvania,Philadelphia,"19134",East,TEC-PH-10002200,258.5280,2,0.4000,-47.3968
5142,CA-2016-111213,2016-04-01,2016-04-05,Standard Class,FP-14320,United States,New York,New York City,"10009",East,FUR-CH-10000454,1317.4920,6,0.1000,292.7760
2799,CA-2017-158743,2017-10-20,2017-10-27,Standard Class,IG-15085,United States,Arkansas,Little Rock,"72209",South,OFF-PA-10001019,39.9600,2,0.0000,18.7812
9469,CA-2017-102925,2017-11-05,2017-11-10,Second Class,CD-12280,United States,New York,New York City,"10024",East,OFF-PA-10001870,12.9600,2,0.0000,6.2208
9960,CA-2017-137421,2017-10-06,2017-10-11,Standard Class,AJ-10945,United States,Arizona,Chandler,"85224",West,OFF-AR-10001761,9.3440,2,0.2000,1.8688
3091,CA-2016-112123,2016-03-03,2016-03-08,Standard Class,BH-11710,United States,Delaware,Newark,"19711",East,OFF-BI-10001071,447.8600,7,0.0000,219.4514
9118,CA-2017-153045,2017-01-19,2017-01-24,Second Class,NS-18505,United States,Pennsylvania,Philadelphia,"19140",East,FUR-CH-10000309,887.2710,3,0.3000,-63.3765
241,CA-2016-157749,2016-06-04,2016-06-09,Second Class,KL-16645,United States,Illinois,Chicago,"60610",Central,TEC-PH-10000011,31.9840,2,0.2000,11.1944
7084,CA-2017-118724,2017-07-21,2017-07-25,Second Class,AR-10825,United States,California,Concord,"94521",West,OFF-AR-10003469,3.5200,2,0.0000,1.6896
2266,CA-2016-131065,2016-11-14,2016-11-16,Second Class,AA-10375,United States,Georgia,Atlanta,"30318",South,OFF-BI-10004970,8.2600,2,0.0000,3.8822
9655,CA-2017-161893,2017-01-23,2017-01-27,Standard Class,HP-14815,United States,Arizona,Tucson,"85705",West,OFF-BI-10004506,4.9380,2,0.7000,-3.6212
1073,CA-2017-106943,2017-11-14,2017-11-19,Standard Class,FO-14305,United States,New York,New York City,"10035",East,OFF-BI-10003669,8.6400,2,0.2000,3.0240
